"","date","btc.price","tx.vol","exch.vol","tot.wallets","tot.unique.addr","output.vol","tx.block","block.size","tot.hashrate"
"432",2016-05-12,454.7,228409,59849300,7201956,377121,2295414.38032214,1643.23021582734,68037.456408,1342247.86954412
"433",2016-05-14,455.65,211280,37209000,7227274,369111,1910552.81003982,1467.22222222222,68270.363263,1390530.16700974
"434",2016-05-16,454.88,239809,59171500,7248646,424856,2688738.83398478,1700.77304964539,68506.316804,1361560.78853037
"435",2016-05-18,452.9,235084,86850100,7271336,412831,2250217.34378066,1536.49673202614,68763.342408,1487094.76194097
"436",2016-05-20,441.25,209396,81987900,7298025,354677,2134599.69177595,1405.34228187919,68995.465601,1438812.46447535
"437",2016-05-22,438,184348,39657600,7317059,338084,1512379.66885889,1001.89130434783,69232.197591,1776788.54673466
"438",2016-05-24,445.34,246517,65783100,7346565,406728,2514701.15828523,1676.98639455782,69473.753543,1456454.92275853
"439",2016-05-26,452.49,220093,65203800,7376376,364137,3584296.38192588,1630.31851851852,69707.648563,1357376.35658448
"440",2016-05-28,522.43,193054,181199000,7403194,377266,3665525.35247352,1451.53383458647,69954.266231,1317744.93011486
"441",2016-05-30,525.15,211369,87958700,7434197,403738,2248431.58458386,1467.84027777778,70183.64685,1436639.20952372
"442",2016-06-01,539.47,234385,86061800,7464378,405301,2351992.37610488,1639.05594405594,70414.778065,1426731.35290631
"443",2016-06-03,568,234669,122020000,7486653,402066,1938990.17388676,1652.5985915493,70647.105063,1406915.6396715
"444",2016-06-05,574.02,190528,68874100,7514984,368586,1835595.21508521,1120.75294117647,70852.037756,1694243.48157625
"445",2016-06-07,577.54,248576,107770000,7536971,424994,2321510.89889659,1775.54285714286,71085.949397,1406915.6396715
"446",2016-06-09,575.2941375,236353,71301000,7559711,426447,2095207.93460922,1432.44242424242,71320.374441,1608133.93091617
"447",2016-06-11,594.4399875,213159,82357000,7579535,374995,1894576.3445866,1366.40384615385,71547.431252,1520417.53468438
"448",2016-06-13,702.0665,251354,243295000,7601460,451922,2757346.67011431,1561.2049689441,71816.030235,1569148.86592427
"449",2016-06-15,692.289625,262510,99223800,7625562,445830,2323706.83883406,1704.61038961039,72084.519663,1500925.00218843
"450",2016-06-17,743.9164,253752,363321000,7649266,453509,2774465.08796198,1703.03355704698,72365.899824,1452193.67094854
"451",2016-06-19,760.8168,218298,136185000,7670138,414283,2011496.98884978,1233.32203389831,72631.988983,1725089.1258919
"452",2016-06-21,665.9586125,248164,309944000,7692841,468641,2849547.25253714,1665.53020134228,72896.278581,1551383.97529172
"453",2016-06-23,624.542,241300,253462000,7715094,431633,3159340.64339527,1723.57142857143,73147.038052,1457676.2183949
"454",2016-06-25,664.9068875,210998,126656000,7742281,409197,2173917.10954595,1271.07228915663,73402.016245,1728387.51609681
"455",2016-06-27,646.7030125,217029,122134000,7762999,379861,2170091.79897419,1476.38775510204,73628.539644,1530560.02931465
"456",2016-06-29,637.959625,224112,142456000,7784628,371774,1988551.27082552,1535.01369863014,73853.64116,1520148.05632611
"457",2016-07-01,675.1863375,210409,134431000,7805180,375377,2071603.87074733,1340.1847133758,74091.291979,1634679.7592
"458",2016-07-03,658.4175,177127,129512000,7824850,352911,1737085.84009891,1150.17532467532,74289.475653,1603443.84023439
"459",2016-07-05,666.4855875,214959,130476000,7846764,383808,2054743.90302967,1482.47586206897,74515.542073,1538177.1269472
"460",2016-07-07,636.3588625,216812,258091000,7870956,364414,2848551.12251526,1571.10144927536,74740.678598,1463920.30012906
"461",2016-07-09,651.8649125,185405,180536000,7893747,355380,1891222.92486778,1244.3288590604,74951.806042,1580609.5994147
"462",2016-07-11,647.9837,218089,107910000,7917882,395742,2224457.95194936,1525.0979020979,75156.632974,1516960.89071344
"463",2016-07-13,657.4524875,218093,131449000,7942210,367252,2266429.11054586,1677.63846153846,75374.00218,1379055.35519404
"464",2016-07-15,664.57145,216081,81673100,7963235,367739,3349411.14443499,1600.6,75594.261104,1432095.94577842
"465",2016-07-17,675.45905,171013,74407900,7982245,330330,2055306.59991924,1147.73825503356,75808.0463,1580609.5994147
"466",2016-07-19,672.8432,222146,61203300,8003788,373620,2539145.56392858,1735.515625,76040.451695,1358434.53362342
"467",2016-07-21,664.882075,217606,60491800,8026140,364285,2207379.88049399,1636.13533834586,76267.902595,1411498.38259309
"468",2016-07-23,655.8469125,195796,69532200,8045809,332946,1834612.75600814,1494.62595419847,76487.602759,1390272.84300522
"469",2016-07-25,654.69545,240533,78176500,8066462,394635,1930722.47892412,1822.2196969697,76707.940303,1400885.61279915
"470",2016-07-27,654.9810375,235603,147461000,8091577,372678,2515469.55689173,1840.6484375,76945.00209,1358434.53362342
"471",2016-07-29,656.8876125,231414,60703500,8113706,358940,2139879.12046977,1574.24489795918,77185.922058,1560077.15970815
"472",2016-07-31,628.015375,192254,110818000,8133328,344751,1858564.33696221,1248.4025974026,77411.835232,1634366.54826568
"473",2016-08-02,515.0619,252252,330933000,8156634,412309,3536817.41007485,1627.43225806452,77669.742844,1555605.72192362
"474",2016-08-04,577.315771428571,231835,125292000,8183832,387986,3004674.78012408,1515.2614379085,77922.507466,1535533.39002783
"475",2016-08-06,588.231271428571,196551,80797300,8206927,342340,1521422.44136364,1176.95209580838,78144.10785,1676039.71329835
"476",2016-08-08,592.6975,236291,61194100,8229264,411266,1974802.12421969,1585.84563758389,78383.026003,1495388.72623625
"477",2016-08-10,592.1899,245581,102905000,8254418,417668,2174752.25296323,1615.66447368421,78619.54178,1525497.22407993
"478",2016-08-12,587.7556,232973,69218000,8279883,389496,1924492.13278677,1563.57718120805,78868.598621,1495388.72623625
"479",2016-08-14,570.976414285714,200577,60851100,8301680,360393,1718002.7165436,1223.03048780488,79082.466663,1645931.21545466
"480",2016-08-16,581.1185875,256447,58405200,8325833,413844,2767413.52877854,1885.63970588235,79325.901373,1469587.96478611
"481",2016-08-18,576.0360875,239541,59896600,8351388,405409,2327792.80487518,1555.46103896104,79565.75121,1664092.25424309
"482",2016-08-20,583.2078625,210352,45301400,8376577,400866,2110969.43819943,1348.41025641026,79799.205299,1685703.84196053
"483",2016-08-22,588.9727625,229801,72844000,8401982,409008,1991498.22033265,1445.2893081761,80024.444494,1718121.2235367
"484",2016-08-24,582.8479875,237956,56328200,8428792,409928,2131129.91595936,1555.26797385621,80262.257361,1653286.46038437
"485",2016-08-26,581.07245,226767,48856800,8455634,383173,2092780.60537505,1717.93181818182,80486.567043,1426364.78935122
"486",2016-08-28,576.534,174489,86301600,8478843,330360,1302221.63494112,1147.95394736842,80677.97723,1642480.66652565
"487",2016-08-30,578.616575,254486,70342400,8504950,419511,1829715.34751731,1542.33939393939,80927.8873350001,1810682.89469399
"488",2016-09-01,572.818375,238207,76923400,8531200,384065,1788232.5900577,1689.41134751773,81160.0513920001,1547310.83728395
"489",2016-09-03,600.8860875,182204,159014000,8555129,358536,1308424.92080702,1446.06349206349,81368.2416870001,1382703.30140268
"490",2016-09-05,608.10975,227683,82446800,8581092,422792,1713681.50703508,1626.30714285714,81595.1881610001,1536337.00155853
"491",2016-09-07,614.4637625,250809,75032400,8608331,400704,1603741.19003796,1650.05921052632,81836.1117400001,1668023.03026355
"492",2016-09-09,625.0709,222094,64550200,8638044,379259,1761844.57367616,1553.1048951049,82069.7921520001,1569258.50873479
"493",2016-09-11,608.15855,180391,73610800,8664649,373779,1506619.98466324,1099.94512195122,82267.0572590001,1799709.05896857
"494",2016-09-13,610.928125,241215,86920600,8695382,404798,1993041.53633873,1453.10240963855,82509.4260230001,1863551.35256379
"495",2016-09-15,610.386125,233488,59464600,8724302,397310,1564540.18509611,1516.15584415584,82744.601032,1728836.79695677
"496",2016-09-17,608.006875,215529,37140300,8751604,376568,1475509.56483543,1322.26380368098,82976.2387240001,1829872.71366204
"497",2016-09-19,610.1965,223540,54796400,8780464,399754,2074708.00794685,1680.75187969925,83185.6537500001,1493086.32464449
"498",2016-09-21,598.884875,239216,82776200,8811616,408180,1867494.60631729,1441.06024096386,83423.9157430001,1863551.35256379
"499",2016-09-23,604.2225,223187,51067000,8842084,389323,2253377.47809898,1641.08088235294,83640.9553230001,1526764.96354624
"500",2016-09-25,601.7472375,197298,33977800,8871122,374974,1861238.2534579,1060.74193548387,83853.7810280001,2230413.26476147
"501",2016-09-27,605.9622125,243008,49422400,8902585,425011,1775280.08270488,1437.91715976331,84100.5355140001,2026558.28894994
"502",2016-09-29,606.36375,242730,55658600,8935190,440834,1838851.92448833,1697.41258741259,84335.4095670001,1714780.09064995
"503",2016-10-01,614.8238,213930,56357000,8966606,391458,1536124.18253851,1362.61146496815,84566.8368140001,1882660.65896533
"504",2016-10-03,611.8511,260813,46798300,8999227,469732,2004659.20174566,1715.875,84799.6957440001,1822703.31313841
"505",2016-10-05,612.3522875,266811,68077500,9035936,470499,2302843.29977647,1597.67065868263,85061.6263990001,2002575.35061917
"506",2016-10-07,617.21035,268419,64071400,9073828,471181,2375918.79916293,1864.02083333333,85319.8877900001,1726771.55981533
"507",2016-10-09,615.65675,210548,39243400,9108907,410522,2698212.13166017,1315.925,85557.6980900001,2056197.68456892
"508",2016-10-11,639.30995,263565,103590000,9145528,444786,2864039.24135101,1896.15107913669,85793.2007070001,1786321.73846925
"509",2016-10-13,635.9650875,229703,61620700,9176966,400731,2088161.19223908,1794.5546875,86035.4346200001,1644958.14765514
"510",2016-10-15,637.949857142857,210448,39035400,9210781,384627,3408105.66958182,1482.02816901408,86263.2116180001,1824875.44505492
"511",2016-10-17,638.1833875,237232,58063600,9245471,435282,1887070.93736659,1897.856,86478.0774830001,1606404.44106947
"512",2016-10-19,629.253675,201025,69381700,9282480,406991,1956770.55801153,1595.43650793651,86710.4874480001,1619255.67659802
"513",2016-10-21,631.9242125,265355,55951000,9320717,453739,3172355.53479678,1618.01829268293,86971.2013850001,2107602.62668314
"514",2016-10-23,653.0028625,191578,54474600,9355461,376683,1877896.51694899,1330.40277777778,87203.5849680001,1815470.12498659
"515",2016-10-25,655.31995,237030,90378800,9394920,432977,3108006.83436674,1705.25179856115,87461.5419560001,1752432.967869
"516",2016-10-27,682.2239625,326388,96105300,9435917,457806,3492141.35920222,2014.74074074074,87755.3824680001,2042403.89060992
"517",2016-10-29,714.89545,229689,134761000,9475770,416457,1503224.75170966,1541.53691275168,87994.6755280001,1878507.28210418
"518",2016-10-31,702.0015125,241778,97064400,9515530,458880,1806193.77652676,1644.74829931973,88219.8752110001,1853292.41925715
"519",2016-11-02,733.336125,268418,84865200,9559978,461830,4781474.41264023,2018.18045112782,88463.4839570001,1676788.3793279
"520",2016-11-04,703.6940875,248043,99907700,9606933,453192,5890890.01915306,2138.30172413793,88704.4455290001,1462462.04512809
"521",2016-11-06,712.00325,228420,59902200,9649024,429823,5461737.25483181,1483.24675324675,88935.3773700001,1949214.67726041
"522",2016-11-08,708.974875,296060,79660800,9697458,503015,3497745.19994558,1751.83431952663,89211.2372590001,2139073.24972084
"523",2016-11-10,713.690125,271374,68807800,9746096,474281,1759909.00427501,1615.32142857143,89477.4938880001,2126416.01155681
"524",2016-11-12,703.718,228886,64622500,9790842,450559,950069.93175984,1362.41666666667,89719.8760720001,2126416.01155681
"525",2016-11-14,706.467875,270506,62993000,9838510,486756,1547251.34937591,1572.70930232558,89966.3671840001,2177044.96421293
"526",2016-11-16,736.914375,291186,141294000,9891997,494246,1959594.27361589,1692.94186046512,90235.7506680001,2177044.96421293
"527",2016-11-18,747.5217625,275925,87363100,9946870,488365,1605921.95574594,1864.35810810811,90516.5902230001,2073243.13718006
"528",2016-11-20,729.066625,246537,154116000,9994601,438202,1177096.4320142,1911.13953488372,90754.1916650001,1807083.54524478
"529",2016-11-22,748.749375,285635,129906000,10049437,515387,1711822.46950454,2131.60447761194,91011.9086340001,1877125.54312249
"530",2016-11-24,737.450375,333466,85919300,10103701,489272,1901222.46965214,2033.32926829268,91307.8909350001,2297377.53038872
"531",2016-11-26,733.673,279374,54962700,10154293,481755,1213751.2555608,1814.11688311688,91596.5277570001,2157293.53463331
"532",2016-11-28,733.052125,298530,61888600,10202673,515310,1514724.19163008,1820.30487804878,91863.9186500001,2297377.53038872
"533",2016-11-30,742.6967625,292654,84070800,10256870,500015,1366660.3885926,2060.94366197183,92130.2252930001,1989192.73972682
"534",2016-12-02,772.43725,318263,127605000,10314020,513735,1792011.06355991,2210.15972222222,92402.2011990001,2052749.31684044
"535",2016-12-04,764.81625,245650,60557900,10364680,457491,916341.42138662,1659.7972972973,92680.5453350001,2109770.13119712
"536",2016-12-06,756.6215,319762,116218000,10425918,540804,1651414.71147095,2131.74666666667,92959.1281230001,2138280.53837545
"537",2016-12-08,769.72975,282711,80111900,10485871,500354,1425236.29620903,1800.70700636943,93247.4537410001,2238066.96349964
"538",2016-12-10,773.40125,250241,53843100,10538568,454665,1170744.74867142,1895.76515151515,93491.6470410001,1881686.8737704
"539",2016-12-12,777.006875,268662,76571000,10584824,498688,1692640.2805042,1722.19230769231,93746.2888570001,2223811.75991047
"540",2016-12-14,774.897,286328,75979000,10632616,495472,1655833.79460135,2059.91366906475,94016.6675770001,1981473.29889459
"541",2016-12-16,781.568375,279361,83608200,10673581,495266,1883877.69280813,2100.45864661654,94266.5667620001,2050571.62855749
"542",2016-12-18,788.40575,235789,60524400,10709127,418498,1411672.89554392,1672.26241134752,94506.0691930001,2173914.28290682
"543",2016-12-20,793.0901375,296473,99629300,10751122,508908,1939201.3316321,2148.35507246377,94779.1114020001,2127660.78752582
"544",2016-12-22,860.599875,314644,200027000,10795676,528878,2459189.60192818,1978.89308176101,95078.6358930001,2451435.25519279
"545",2016-12-24,891.6126125,240820,137727000,10837759,420206,1526634.41658269,1757.8102189781,95330.7301730001,2112242.95573216
"546",2016-12-26,897.335375,244914,123771000,10871791,448557,1513037.04037673,1724.74647887324,95560.3964420001,2189332.11470048
"547",2016-12-28,967.480375,305394,236630000,10916410,514772,2063689.69191721,1862.15853658537,95839.5828890001,2589949.6705277
"548",2016-12-30,952.156375,286818,187474000,10961809,496024,2207636.67870298,1826.86624203822,96117.5006910001,2479403.03824908
"549",2017-01-01,997.729875,180502,147775000,10992405,355324,1084340.88487883,1157.0641025641,96345.4523970001,2463610.66220928
"550",2017-01-03,1023.141875,301664,185168000,11037425,515023,1950525.35497193,1839.41463414634,96645.364249,2589949.6705277
"551",2017-01-05,994.674875,288501,510199000,11093917,495909,2998215.1115476,2060.72142857143,96935.0175430001,2210932.64557243
"552",2017-01-07,896.830375,284719,279550000,11143505,503340,2162212.68055872,2048.3381294964,97230.734559,2195140.26953263
"553",2017-01-09,894.18025,269947,141877000,11190916,475571,2095379.05522492,1984.90441176471,97491.6030350001,2147763.14141322
"554",2017-01-11,785.2237375,303058,310929000,11240523,491692,3980330.05363409,1980.77124183007,97786.3798150001,2562350.13410886
"555",2017-01-13,826.2956625,275149,168968000,11288454,466560,2386792.84945669,1822.17880794702,98052.3379450001,2528855.36111398
"556",2017-01-15,822.2076,235999,71013600,11331053,417278,1725125.55521011,1413.16766467066,98293.1641060001,2796813.54507307
"557",2017-01-17,903.84575,292697,155095000,11375964,502461,2310740.48936348,1852.51265822785,98563.5609230001,2646087.06659608
"558",2017-01-19,895.798875,300605,105625000,11421609,516338,2603895.11021261,1727.61494252874,98843.8154670001,2914045.25055518
"559",2017-01-21,920.4479,263562,111158000,11462398,484668,1533463.23287317,1456.14364640884,99105.7741040001,3031276.95603728
"560",2017-01-23,922.0736125,236692,73588600,11505686,426712,1530243.91590179,1702.82014388489,99349.5449460001,2715269.05186662
"561",2017-01-25,893.045625,305961,120831000,11549342,514638,1938599.4457214,2039.74,99642.8062830001,2930146.45884887
"562",2017-01-27,919.27975,263332,125594000,11591356,462950,1800256.17837771,1549.01176470588,99941.1444410001,3320832.65336205
"563",2017-01-29,915.933,241627,60851700,11631342,438727,1375857.61441293,1446.86826347305,100218.55533,3262229.72418507
"564",2017-01-31,964.706075,307683,164582000,11676600,523036,1791768.77982267,2121.95172413793,100497.222034,2832474.91022057
"565",2017-02-02,1007.6137125,259559,145821000,11722629,452585,1851685.66567972,1653.24203821656,100825.472789,3066886.62692848
"566",2017-02-04,1030.9994125,286326,155064000,11766900,500098,2125684.60324484,1974.66206896552,101108.233443,3043000.84286989
"567",2017-02-06,1024.01375,230027,111762000,11811899,440409,1679402.41655712,1840.216,101382.9468,2623276.58868094
"568",2017-02-08,1052.3766125,308316,201855000,11857977,516490,1959826.10628621,2111.75342465753,101666.069387,3063987.05557934
"569",2017-02-10,999.1035,304456,190452000,11901993,507435,2778948.34104064,2057.13513513513,101970.865804,3105959.48099823
"570",2017-02-12,1000.604625,238182,67530000,11943593,422084,956506.55591642,1689.23404255319,102227.124457,2959055.9920321
"571",2017-02-14,1011.78025,315084,137946000,11987965,530239,1925169.97318271,1864.40236686391,102525.049711,3546669.94789663
"572",2017-02-16,1035.208125,285329,122277000,12032820,489189,2996789.97501355,1877.16447368421,102803.787327,3189904.33183602
"573",2017-02-18,1056.6371375,288149,99073500,12076602,510385,1252864.20270827,1895.71710526316,103096.374718,3330515.74407375
"574",2017-02-20,1084.7550125,282728,109478000,12119410,503952,1561277.91468099,1910.32432432432,103361.909703,3242870.59291391
"575",2017-02-22,1123.2231875,284024,136100000,12165897,489247,2560354.04829138,2043.3381294964,103628.810159,3045669.00280428
"576",2017-02-24,1174.86625,350751,330759000,12212766,590852,1957414.54834467,2112.9578313253,103934.214596,3637273.77313317
"577",2017-02-26,1175.04975,265203,116486000,12259730,462926,1128100.26650729,1489.90449438202,104259.663757,3900209.22661268
"578",2017-02-28,1187.56528571429,325414,184956000,12309173,542156,1954778.73833876,2126.88888888889,104543.905057,3352427.03186371
"579",2017-03-02,1259.41081666667,329428,368275000,12352066,565741,2742003.35844942,2098.26751592357,104834.93321,3440072.18302354
"580",2017-03-04,1267.0272,268875,183270000,12393892,489871,1997534.74539412,2006.52985074627,105115.847433,3069265.84971519
"581",2017-03-06,1275.197375,287731,153657000,12433044,537228,1915378.95980437,2026.27464788732,105397.49835,3252505.60193699
"582",2017-03-08,1157.3933,297108,332603000,12473057,526232,2522734.84456735,2092.30985915493,105685.730847,3252505.60193699
"583",2017-03-10,1098.61712857143,308482,563796000,12511003,551014,2751691.90466803,1977.44871794872,105987.241113,3573175.16832514
"584",2017-03-12,1227.494625,221110,227176000,12545254,422478,1201859.26650813,1426.51612903226,106284.702697,3550270.19929742
"585",2017-03-14,1245.37078571429,310395,245306000,12581602,561534,2703063.85043817,1989.71153846154,106577.361282,3573175.16832514
"586",2017-03-16,1180.94565714286,327034,638568000,12619042,594405,3316344.04046344,2137.47712418301,106868.290749,3504460.26124197
"587",2017-03-18,952.2323625,263530,621302000,12656618,505650,2599334.28131555,1678.53503184713,107169.506521,3712647.13922469
"588",2017-03-20,1049.0844875,277033,286530000,12691470,512637,3296575.00979041,2037.00735294118,107450.123614,3216051.02506088
"589",2017-03-22,1028.7268625,320713,380841000,12728925,572753,5359150.98782612,1992.00621118012,107747.718917,3807236.87525589
"590",2017-03-24,941.919714285714,289521,491038000,12767467,540389,3876256.75352733,1645.00568181818,108043.661082,4161948.3853729
"591",2017-03-26,956.7863125,221915,303668000,12800919,468755,1772687.2730565,1336.83734939759,108281.01045,3925474.04529489
"592",2017-03-28,1046.127625,294001,326332000,12836242,553956,2332205.31071153,1896.78064516129,108552.716861,3665352.27120909
"593",2017-03-30,1037.90455,288788,352969000,12870915,521047,2164789.7447987,1760.90243902439,108844.872591,4073274.03319987
"594",2017-04-01,1086.92957142857,255871,289634000,12905207,502790,2859605.75588997,1938.41666666667,109102.208306,3278488.85599014
"595",2017-04-03,1141.813,288141,580444000,12938853,564024,4163240.21378063,1637.16477272727,109387.0221,4371318.47465352
"596",2017-04-05,1133.07931428571,316555,414784000,12976517,577216,2295660.84994726,1954.04320987654,109665.885846,4023599.95962426
"597",2017-04-07,1190.45425,295463,317022000,13013593,542131,5893220.1862937,1823.84567901235,109967.983293,4023599.95962426
"598",2017-04-09,1208.8005,238286,242343000,13044154,489532,1512371.72667516,1498.65408805031,110248.628575,3949088.84926085
"599",2017-04-11,1226.6170375,307893,216182000,13078292,582103,2024632.20661539,1843.67065868263,110545.301805,4147785.14356328
"600",2017-04-13,1180.0237125,228679,351969000,13112613,449521,2143228.00545793,1800.62204724409,110808.394859,3287972.00662321
