"","date","btc.price","tx.vol","exch.vol","tot.wallets","tot.unique.addr","output.vol","tx.block","block.size","tot.hashrate"
"601",2017-04-15,1184.88067142857,271976,203559000,13143766,520821,1615444.75654168,1801.16556291391,111096.468465,3909321.04724491
"602",2017-04-17,1205.634875,245184,253206000,13174781,469209,2451805.09494566,1776.69565217391,111360.320211,3572756.98357482
"603",2017-04-19,1217.9300875,310104,288061000,13210892,566248,2176695.98998885,2168.55944055944,111640.571504,3702204.70037101
"604",2017-04-21,1258.3614125,330354,272167000,13245107,612635,2339052.35665688,1978.16766467066,111938.96222,4323553.74099272
"605",2017-04-23,1257.9881125,245039,258951000,13277259,490003,1577942.29954599,1601.56209150327,112225.039487,3961100.13396339
"606",2017-04-25,1279.4146875,325387,242556000,13313643,580200,3246840.06083126,2198.56081081081,112487.432163,3831652.4171672
"607",2017-04-27,1345.3539125,297884,449197000,13350970,554691,2636893.44726295,2026.42176870748,112778.365803,3814281.63369607
"608",2017-04-29,1334.9790375,341319,422706000,13386157,634025,2085973.14816435,1972.94219653179,113081.995204,4488916.48047225
"609",2017-05-01,1417.1728125,294786,713624000,13419295,542847,2509004.84642654,1965.24,113375.364259,3892124.1160164
"610",2017-05-03,1507.57685714286,295149,583796000,13459052,547221,2625551.83579823,2235.97727272727,113661.620278,3425069.22209443
"611",2017-05-05,1533.33507142857,267193,946036000,13503518,523629,2863316.31076466,2071.26356589147,113948.756848,3347226.73977411
"612",2017-05-07,1535.86842857143,316011,1080030000,13542684,581369,2213326.70430991,1892.28143712575,114271.993307,4333231.51583159
"613",2017-05-09,1721.28497142857,332879,1167920000,13587310,621156,3162517.25139167,2147.6064516129,114599.366166,4021861.58655028
"614",2017-05-11,1820.9905625,294743,799490000,13634929,568521,3043753.15753014,2183.28148148148,114871.238467,3757901.04949136
"615",2017-05-13,1771.9200125,329266,579635000,13681547,623293,3010157.61381839,2083.96202531646,115169.148091,4398136.0431084
"616",2017-05-15,1723.1269375,329229,731529000,13728806,636246,3103702.0860401,1936.64117647059,115494.083176,4732171.69195208
"617",2017-05-17,1807.4850625,317527,1064730000,13780592,591515,4046479.1362403,2048.56129032258,115774.837712,4314627.13089748
"618",2017-05-19,1961.5204875,319502,1157290000,13831826,633617,2945763.68201335,1948.18292682927,116072.519034,4565153.86753024
"619",2017-05-21,2046.5344625,326057,1147860000,13880971,608719,2312823.37124224,2218.07482993197,116377.692631,4091936.69833503
"620",2017-05-23,2287.7102875,367710,1378750000,13948531,687290,4112953.88938068,2188.75,116683.264597,4976737.78165219
"621",2017-05-25,2387.20628571429,350114,2406700000,14025468,659055,3530884.9287766,2147.93865030675,116991.959765,4828620.58576969
"622",2017-05-27,2014.0529625,331914,1700480000,14086510,651462,2657377.9514045,1975.67857142857,117305.217815,4976737.78165219
"623",2017-05-29,2275.9307,321638,994625000,14137661,594355,2525128.96458489,2130.05298013245,117614.24788,4473139.31565167
"624",2017-05-31,2285.93391428571,321634,1544830000,14191518,614126,3330411.62442271,1961.18292682927,117949.954056,4858244.02494618
"625",2017-06-02,2446.14241428571,271539,1317030000,14245077,534561,2928808.54262625,1859.85616438356,118259.541323,4325022.11976917
"626",2017-06-04,2516.17314285714,266044,1355120000,14290963,537387,3486275.16396496,1652.44720496894,118606.063142,5432357.04184814
"627",2017-06-06,2883.31369663714,297416,2089610000,14345800,617593,2545677.65511058,1969.64238410596,118913.726386,5094943.56098801
"628",2017-06-08,2792.9991875,307377,1281170000,14401811,609712,2395589.20058031,1862.89090909091,119237.446002,5567322.4341922
"629",2017-06-10,2845.37285714286,254993,2018890000,14451045,516474,2449118.61011924,1808.4609929078,119520.720745,4757530.08012788
"630",2017-06-12,2657.6750625,269098,2569530000,14504349,538624,2893538.970918,1830.59863945578,119800.996488,4959978.16864396
"631",2017-06-14,2447.0415625,287644,1696560000,14559986,565868,3266873.63574763,2054.6,120074.484228,4723788.73204186
"632",2017-06-16,2464.95981428571,269937,1195190000,14613236,536165,3448634.12057126,1823.89864864865,120372.121983,4993719.51672997
"633",2017-06-18,2507.38925214429,209359,1178660000,14657444,433246,2263317.85615952,1443.85517241379,120650.861671,5129905.64429561
"634",2017-06-20,2754.97825,269438,1854190000,14688367,594425,3018444.73833646,1952.44927536232,120933.058609,4882255.02698479
"635",2017-06-22,2727.2880125,269685,1097940000,14743221,534177,3267161.42806557,1940.17985611511,121208.655047,4917633.68660062
"636",2017-06-24,2589.1648875,227127,982750000,14793656,469727,2254175.1962506,1555.66438356164,121499.152352,5165284.30391144
"637",2017-06-26,2436.45105714286,261906,1663280000,14840880,515883,3779418.89569924,1844.40845070423,121752.520602,5023769.66544811
"638",2017-06-28,2585.34918571429,279811,1183870000,14894147,549136,2823966.12788099,1782.23566878981,122034.90009,5554449.55968559
"639",2017-06-30,2477.641375,267360,860273000,14954030,533427,3475033.63820546,1736.1038961039,122298.19294,5448313.58083809
"640",2017-07-02,2501.19134285714,196539,803747000,14992878,409305,1799632.14846133,1045.42021276596,122589.522748,6622798.79067395
"641",2017-07-04,2599.7298375,255483,985516000,15039309,548401,2286343.30467359,1669.82352941176,122865.449124,5389830.93070805
"642",2017-07-06,2609.96775,225106,761957000,15093905,459294,2215848.5913875,1585.25352112676,123136.765834,5002326.74614734
"643",2017-07-08,2562.1306625,220835,733330000,15145156,451048,2699738.77099774,1338.39393939394,123417.168469,5812562.76841065
"644",2017-07-10,2366.17014285714,251722,1111200000,15198322,567052,3269080.45651825,1277.77664974619,123667.707195,6939847.66895089
"645",2017-07-12,2385.74857142857,257138,1117410000,15244697,513002,2631445.67662563,1452.75706214689,123977.73267,6235294.60611324
"646",2017-07-14,2190.94783333333,227903,882503000,15288482.7,473082,2601799.879111,1639.58992805755,124237.149387,5559049.84406697
"647",2017-07-16,1931.2143,203165,1182870000,15332268.4,406436,2035268.69111756,1246.41104294479,124497.936747,6518885.7883663
"648",2017-07-18,2320.12225,260575,1512450000,15376054.1,561055,2653766.96798901,1579.24242424242,124796.144933,6598872.11705791
"649",2017-07-20,2898.18841666667,230199,2249260000,15419839.8,477427,2443211.00041247,1420.98148148148,125086.672537,6478892.62402049
"650",2017-07-22,2807.60985714286,223358,1177130000,15463625.5,433135,1793088.27485509,1395.9875,125385.176788,6398906.29532888
"651",2017-07-24,2751.82102857143,240072,866474000,15507411.2,469352,2393466.60029161,1348.7191011236,125661.920777,7118783.25355338
"652",2017-07-26,2495.02858571429,237853,937404000,15551196.9,460146,3704928.86247153,1618.04761904762,125942.389224,5878995.15883341
"653",2017-07-28,2781.63658333333,247207,1380100000,15594982.6,487086,4203872.08972441,1648.04666666667,126222.154157,6414280.01814729
"654",2017-07-30,2745.95541666667,184145,705943000,15638768.3,386558,8866222.52448205,1252.68707482993,126478.209644,6285994.41778435
"655",2017-08-01,2710.41306666667,131875,1324670000,15682554,301131,2633798.15211866,885.06711409396,126720.652789,6371518.15135964
"656",2017-08-03,2794.11771666667,213017,804797000,15719794,427728,2133227.078621,1543.60144927536,126974.023426,5901137.61669551
"657",2017-08-05,3218.11501666667,239771,1945700000,15760171,463849,1958602.78141455,1354.6384180791,127295.423847,7568850.42141381
"658",2017-08-07,3407.22683333333,249002,1482280000,15801616,512717,2359919.57315269,1627.46405228758,127549.910375,6542565.61851024
"659",2017-08-09,3357.32631666667,260955,1468960000,15851410,532314,2423175.5980359,1890.97826086957,127842.181896,6333394.73736857
"660",2017-08-11,3632.50666666667,284001,2021190000,15901042,580987,3229999.64436041,1972.22916666667,128112.946246,6608759.72594982
"661",2017-08-13,4125.54802,263310,3159090000,15940845,516470,2243479.26248676,1779.12162162162,128390.766158,6792336.38500398
"662",2017-08-15,4217.02832857143,311002,3258050000,16003014,650899,2679106.22240755,2046.06578947368,128663.160942,6975913.04405814
"663",2017-08-17,4328.72571666667,347319,2553360000,16063996,631515,2790880.55218694,1940.32960893855,128964.019551,8215055.49267373
"664",2017-08-19,4222.66221428571,266832,2975820000,16126574,535350,2352589.93866989,1767.09933774834,129252.992397,6930018.8792946
"665",2017-08-21,4043.722,236772,2800890000,16182111,501755,2497994.70442613,2058.88695652174,129490.276772,5277828.94780714
"666",2017-08-23,4174.95,315734,2369820000,16242952,628516,2363819.52862018,1985.74842767296,129735.969564,7297172.19740292
"667",2017-08-25,4363.05445,208169,1727970000,16294481,471224,1419457.76485436,2061.07920792079,129924.591631,4459277.5076504
"668",2017-08-27,4354.30833333333,261891,1537460000,16344884,509082,1285150.42558278,1689.61935483871,130182.978849,6843445.68005754
"669",2017-08-29,4607.98545,281116,2486080000,16399787,593017,1958313.30089661,1886.68456375839,130458.294969,6578538.10534563
"670",2017-08-31,4748.255,280724,1944930000,16461924,589297,1789355.67612996,1722.23312883436,130783.509054,7196655.77967341
"671",2017-09-02,4580.38748,236811,2722140000,16527140,536081,1580305.84700538,1443.96951219512,131085.292269,7240807.04212539
"672",2017-09-04,4344.09831666667,269280,2987330000,16584713,561328,2420753.39615032,1538.74285714286,131365.560971,7726470.92909722
"673",2017-09-06,4641.82201666667,276225,2172100000,16643653,587813,2520446.76902912,1705.09259259259,131662.453399,7430760.7659943
"674",2017-09-08,4310.75018333333,279488,2700890000,16706404,606485,2168325.69503364,1597.07428571429,131964.828521,8027056.38301854
"675",2017-09-10,4329.955,193240,1679090000,16758445,412029,1623220.04883032,1400.28985507246,132196.711875,6329907.31918033
"676",2017-09-12,4219.03661666667,256230,1864530000,16813285,549109,2430941.86072376,1362.92553191489,132474.732138,8623352.00004277
"677",2017-09-14,3319.63,268068,2716310000,16860956,552954,3200145.08440588,1540.62068965517,132749.959413,7981187.48940129
"678",2017-09-16,3763.62604,228257,1818400000,16916369.6666667,486762,2240646.89363325,1350.63313609467,133020.391677,7751843.02131504
"679",2017-09-18,4093.31666666667,218204,1943210000,16971783.3333333,481944,2333957.294251,1718.14173228346,133238.552362,6965995.45167762
"680",2017-09-20,3977.56166666667,235723,1213830000,17027197,480582,1939586.86406499,2014.7264957265,133498.752819,6417491.87280536
"681",2017-09-22,3637.50255,227615,1194830000,17060070,515183,1875335.22969155,1637.51798561151,133745.293341,7624199.74632432
"682",2017-09-24,3703.04065,185277,768015000,17104249,383448,1119276.97011702,1277.7724137931,133945.186285,7953301.89364767
"683",2017-09-26,3910.30738333333,263648,1043740000,17148045,544621,2093406.99110012,1910.49275362319,134192.525874,7569349.3884371
"684",2017-09-28,4201.98905,275976,1712320000,17197533,561792,2302851.100965,1559.18644067797,134466.704292,9708513.34603889
"685",2017-09-30,4335.36831666667,212678,1207450000,17240284,467807,1660940.91986021,1541.14492753623,134715.947309,7569349.3884371
"686",2017-10-02,4386.88375,295002,1431730000,17283362,606137,2028711.64935144,1966.68,134984.842816,8380132.03961296
"687",2017-10-04,4225.175,232826,1116770000,17326853,496067,1468790.74049577,1737.50746268657,135257.34717,7486251.28872091
"688",2017-10-06,4345.60333333333,283699,1069940000,17374649,609682,1383027.02614632,1784.27044025157,135530.950739,8882939.96198973
"689",2017-10-08,4602.28088333333,238385,1313870000,17417054,496285,1273611.93697547,1309.80769230769,135802.243436,10167893.5413971
"690",2017-10-10,4782.28,303101,1597140000,17468930,613363,1952289.66774272,1894.38125,136104.894381,8938807.50892049
"691",2017-10-12,5325.13068333333,293164,2791610000,17515831,588009,1979554.76639702,1916.1045751634,136395.695673,8547734.68040521
"692",2017-10-14,5739.43873333333,293140,1669030000,17587016,594481,1518393.19596523,2079.00709219858,136679.437227,7877324.11723618
"693",2017-10-16,5711.20586666667,314725,2008070000,17649964,643456,1925205.5637293,1808.76436781609,137013.412833,10351762.4275025
"694",2017-10-18,5546.1761,329579,2399270000,17715936,646477,2154353.26190085,2182.64238410596,137328.856587,8983426.01467175
"695",2017-10-20,5979.45984,312409,2354430000,17785376,644654,1927247.42106099,1745.30167597765,137683.545203,10649226.8650745
"696",2017-10-22,5983.18455,289131,2034630000,17856907,573796,1499204.49492528,1588.63186813187,138025.639345,10827705.5276176
"697",2017-10-24,5505.82776666667,347220,2735700000,17933621,716443,2586032.10808468,2079.16167664671,138365.729573,9935312.21490186
"698",2017-10-26,5893.13841666667,265827,1905040000,17996814,555497,1743919.65748384,1476.81666666667,138676.943719,12999790.2869909
"699",2017-10-28,5776.69695,207066,1403920000,18066019,440621,1417695.81194228,2436.07058823529,138869.929946,6138789.85774571
"700",2017-10-30,6105.87422,316077,1772150000,18116914,672642,1855584.22744581,2150.18367346939,139177.894083,10616495.4010426
"701",2017-11-01,6665.30668333333,241788,2870320000,18218118,733878,1711620.59813138,2218.23853211009,139434.717791,7872095.2293445
"702",2017-11-03,7197.72006,277598,3369860000,18300506,670928,3036929.60935422,2332.75630252101,139714.873251,8594305.80084399
"703",2017-11-05,7377.01236666667,251728,2380410000,18385256,555458,6077425.12154991,1785.30496453901,139995.561562,10183169.0581429
"704",2017-11-07,7092.12723333333,335636,2326340000,18461009,714349,3523838.11586754,2151.51282051282,140294.602454,11266484.9153921
"705",2017-11-09,7158.03706,341281,3226250000,18534516,727945,2237809.57165965,2230.59477124183,140599.259605,11049821.7439423
"706",2017-11-11,6362.85103333333,194634,4908680000,18607489,455431,1664880.36971292,2432.925,140809.921279,5426063.16330753
"707",2017-11-13,6550.22753333333,309299,6263250000,18672124,694828,4374153.69981811,2209.27857142857,141040.02069,9495610.53578818
"708",2017-11-15,7301.42992,321788,4200880000,18741746,709142,3422899.06038037,2117.02631578947,141330.507773,10309520.0102843
"709",2017-11-17,7786.88436666667,306617,4651670000,18808887,684253,3818219.59308752,1836.02994011976,141658.738026,11326906.8534045
"710",2017-11-19,8007.65406666667,264855,3149320000,18875854,603429,5442164.82322341,1655.34375,141968.113951,10852126.3266151
"711",2017-11-21,8059.8,371091,4277610000,18948510,753813,3637233.52189774,2145.03468208092,142329.053084,11733861.5906525
"712",2017-11-23,8148.95,352207,4225180000,19022798,747161,3406958.99050021,2243.35668789809,142626.033008,10648648.957991
"713",2017-11-25,8707.40726666667,336689,4342060000,19090935,697525,2899917.65325056,2158.26282051282,142945.742368,10445729.4715075
"714",2017-11-27,9718.29505,379256,5653320000,19165854,829650,2426385.16650855,2230.91764705882,143283.259974,11383166.7317709
"715",2017-11-29,9879.32833333333,398090,11568800000,19284089,903004,3262042.94240396,2301.09826589595,143633.200428,11584046.1446846
"716",2017-12-01,10883.912,412908,6783120000,19455916,869274,2319117.91462828,2256.32786885246,144007.066425,12253644.1877299
"717",2017-12-03,11332.622,353044,6608310000,19565470,762992,1870464.10432922,2005.93181818182,144358.248478,11784925.5575982
"718",2017-12-05,11878.4333333333,405709,6895260000,19697439,891235,3015982.76508613,2279.26404494382,144740.052069,11918845.1662072
"719",2017-12-07,16501.9716666667,372345,17950700000,19834985,869098,3400920.70859401,2465.86092715232,145096.995341,11941671.1962486
"720",2017-12-09,15142.8341521233,403399,13911300000,20068797,877574,2895169.90410456,2318.38505747126,145443.926726,13760601.2460083
"721",2017-12-11,16762.1166666667,368598,12153900000,20213998,867654,2687922.77010923,2155.54385964912,145798.522593,13523349.5003875
"722",2017-12-13,16808.3666666667,424579,12976900000,20390317,958476,3267550.70839996,2282.68279569892,146160.701474,14709608.2284917
"723",2017-12-15,17771.9,405676,1.431e+10,20555567,942513,2756649.27952242,2400.44970414201,146532.233028,13365181.6699736
"724",2017-12-17,19289.785,391910,13314600000,20693380,877464,2389062.95524274,2118.43243243243,146905.507609,14630524.3132847
"725",2017-12-19,17737.1116666667,378622,16894500000,20843609,887697,1984897.72988429,2704.44285714286,147243.580305,13035760.950516
"726",2017-12-21,16047.51,335482,16516600000,20997662,840739,1791086.42938157,2541.5303030303,147526.58848,12290860.3247722
"727",2017-12-23,15360.2616666667,308211,1.3086e+10,21112864,729637,1781229.26358274,2217.34532374101,147838.593212,12942648.372298
"728",2017-12-25,14119.0283333333,228926,10664700000,21218301,565074,1810627.09798566,1695.74814814815,148142.193631,12570198.0594261
"729",2017-12-27,15589.3216666667,307642,12487600000,21307059,749191,2323583.61840241,1972.0641025641,148457.882881,14525562.2020035
"730",2017-12-29,14640.14,353824,13025500000,21400134,838925,2311057.65922842,2144.38787878788,148792.159497,15363575.4059653
"731",2017-12-31,14165.575,290422,12136300000,21475697,678712,1638125.54625116,1781.73006134969,149113.621439,15177350.2495293
"732",2018-01-02,15005.8566666667,340980,16846600000,21539833,850801,2536938.59565959,1994.0350877193,149454.462968,16415540.6673506
"733",2018-01-04,15199.355,425008,21783200000,21636969,1054711,2737825.46133884,2529.80952380952,149800.808436,16127548.7258182
"734",2018-01-06,17319.198,358847,18314600000,21747072,889098,2979615.08569446,2135.99404761905,150130.654694,16127548.7258182
"735",2018-01-08,15265.9066666667,345672,18413900000,21843667,895996,2520926.89168356,2082.36144578313,150474.795925,15935554.0981299
"736",2018-01-10,15126.3983333333,347393,18500800000,21942468,876989,2162979.76075198,2092.72891566265,150823.410584,15935554.0981299
"737",2018-01-12,13912.882,300091,12065700000,22035845,747265,1779515.71814413,1685.90449438202,151215.165292,17087521.8642597
"738",2018-01-14,13852.92,235045,11084100000,22116500,592041,1269172.79926963,1516.41935483871,151529.198247,17165770.5545763
"739",2018-01-16,11180.9983333333,303725,18853800000,22199550,737398,2889286.58911243,1910.22012578616,151855.056375,17608758.1817911
"740",2018-01-18,11345.4233333333,309495,15020400000,22280452,744189,2156724.20053858,1788.98843930636,152214.242536,19159214.8770432
"741",2018-01-20,12950.7933333333,240611,11801700000,22359417,559711,1460377.6995824,1351.74719101124,152584.190571,19712949.4110618
"742",2018-01-22,10544.5933333333,245562,10537400000,22425024,574420,1525531.99580509,1470.43113772455,152966.215098,18494733.4362209
"743",2018-01-24,11282.2583333333,250423,9940990000,22485989,576212,1502763.71387057,1422.85795454545,153343.985038,19491455.5974543
"744",2018-01-26,10969.815,220459,9746200000,22544589,514621,1702177.38888987,1422.31612903226,153681.023905,20056949.5413938
"745",2018-01-28,11765.71,213446,8350360000,22606365,492738,3128906.09631931,1350.92405063291,154006.975327,20445148.5647756
"746",2018-01-30,10184.0616666667,236609,8637860000,22665571,531440,2359671.26612026,1416.82035928144,154322.579011,21609745.6349211
"747",2018-02-01,9083.25833333333,257664,9959400000,22727139,591550,2190613.2751607,1610.4,154613.224383,20703947.9136968
"748",2018-02-03,9076.67833333333,194891,7263790000,22783332,436196,910042.47921614,1233.48734177215,154942.458339,20445148.5647756
"749",2018-02-05,6838.81666666667,216363,9285290000,22833137,486553,1848912.71449765,1169.52972972973,155322.770886,23938939.775212
"750",2018-02-07,8099.95833333333,213719,9169280000,22883357,489402,1160111.91246956,1515.73758865248,155655.362901,20149017.2119067
"751",2018-02-09,8535.51666666667,177860,6784820000,22928596,462086,1144162.67234831,1317.48148148148,155937.97688,19291612.224166
"752",2018-02-11,8343.455,147208,6122190000,22971387,368624,1398605.05384884,974.887417218543,156237.996989,21578025.5248079
"753",2018-02-13,8597.7675,182984,5696720000,23018085,414749,1315762.89938925,1115.75609756098,156580.256203,23435736.3315795
"754",2018-02-15,9977.154,198183,9062540000,23059059,475029,1418774.18366203,1512.84732824427,156901.460878,18720008.8990056
"755",2018-02-17,10841.9916666667,173789,8660880000,23110040,401860,1473900.1896814,1166.36912751678,157201.813038,21292223.8622277
"756",2018-02-19,11110.965,187367,7652090000,23154031,436341,1789525.59119399,1156.58641975309,157522.467859,23149934.6689992
"757",2018-02-21,10532.7916666667,205201,9405340000,23199775,459675,1325803.33981785,1214.20710059172,157831.477328,25265138.8267172
"758",2018-02-23,10162.1166666667,185193,7739500000,23246285,424502,1010312.59585166,1251.30405405405,158117.333185,22125683.7062376
"759",2018-02-25,9696.59333333333,144869,5706940000,23287384,355805,605383.32057303,847.187134502924,158387.815406,25564134.5524772
"760",2018-02-27,10763.8833333333,219624,6966180000,23329572,494787,945506.24596204,1372.65,158688.912489,23919658.0607974
"761",2018-03-01,11009.3816666667,233744,7317280000,23374674,514904,1322629.87805724,1416.6303030303,159028.575717,24667147.3751973
"762",2018-03-03,11326.9483333333,177024,6690570000,23415707,416966,789724.28937334,983.466666666667,159338.731808,26909615.3183971
"763",2018-03-05,11595.54,201438,6468540000,23454702,457316,902570.35097313,1351.93288590604,159638.547164,24372959.7309369
"764",2018-03-07,10118.058,213978,NA,23497629,474916,931240.74317467,1362.91719745223,159958.516384,25681575.018504
